Name	Gene	Input
tetrahydrofolate biosynthetic process	folP	1
enzyme inhibitor activity	iscX	1
enzyme inhibitor activity	ptsH	1
enzyme inhibitor activity	cbpM	1
enzyme inhibitor activity	sgrT	1
enzyme inhibitor activity	ychF	1
enzyme inhibitor activity	ptsN	1
enzyme inhibitor activity	ybcL	1
isomerase activity	lsrG	1
isomerase activity	paaG	1
isomerase activity	ygbM	1
isomerase activity	ulaE	1
isomerase activity	parE	1
isomerase activity	rluA	1
isomerase activity	ycjU	1
isomerase activity	fkpB	1
isomerase activity	ytjC	1
isomerase activity	galE	1
isomerase activity	fabA	1
isomerase activity	surA	1
isomerase activity	sgbE	1
isomerase activity	pheA	1
isomerase activity	rbsD	1
isomerase activity	pptA	1
isomerase activity	topB	1
isomerase activity	truC	1
isomerase activity	gmhA	1
isomerase activity	sgcE	1
isomerase activity	rluE	1
isomerase activity	nanE	1
isomerase activity	rpe	1
isomerase activity	gpmA	1
isomerase activity	deoB	1
isomerase activity	glmM	1
isomerase activity	tig	1
isomerase activity	dapF	1
isomerase activity	gpmM	1
isomerase activity	fucI	1
isomerase activity	rsuA	1
isomerase activity	scpA	1
isomerase activity	fadJ	1
isomerase activity	menF	1
isomerase activity	fkpA	1
isomerase activity	yddE	1
isomerase activity	galM	1
isomerase activity	rluC	1
isomerase activity	rpiA	1
isomerase activity	hyi	1
isomerase activity	ycjR	1
isomerase activity	truD	1
isomerase activity	ulaF	1
isomerase activity	ppiA	1
isomerase activity	fumA	1
isomerase activity	epmB	1
isomerase activity	alsE	1
isomerase activity	gyrA	1
isomerase activity	rhaM	1
isomerase activity	idi	1
isomerase activity	truB	1
isomerase activity	trpC	1
isomerase activity	murI	1
isomerase activity	ycjG	1
isomerase activity	queA	1
isomerase activity	tpiA	1
isomerase activity	araA	1
isomerase activity	araD	1
isomerase activity	ppiC	1
isomerase activity	cpsG	1
isomerase activity	kduI	1
isomerase activity	fklB	1
isomerase activity	frlC	1
isomerase activity	manA	1
isomerase activity	fucU	1
isomerase activity	pgm	1
isomerase activity	ppiD	1
isomerase activity	fadB	1
isomerase activity	gyrB	1
isomerase activity	rfbC	1
isomerase activity	pgi	1
isomerase activity	parC	1
isomerase activity	ygeA	1
isomerase activity	kdsD	1
isomerase activity	rpiB	1
isomerase activity	nanM	1
isomerase activity	ppiB	1
isomerase activity	wecB	1
isomerase activity	truA	1
isomerase activity	yihS	1
isomerase activity	hisA	1
isomerase activity	sgbU	1
isomerase activity	rfaD	1
isomerase activity	rluD	1
isomerase activity	ybhH	1
isomerase activity	hemL	1
isomerase activity	topA	1
isomerase activity	agaS	1
isomerase activity	gutQ	1
isomerase activity	fcl	1
isomerase activity	folB	1
isomerase activity	slyD	1
isomerase activity	rluB	1
isomerase activity	dadX	1
isomerase activity	nnr	1
isomerase activity	tyrA	1
isomerase activity	rluF	1
isomerase activity	yihR	1
isomerase activity	uxaC	1
isomerase activity	rhaA	1
isomerase activity	yphB	1
isomerase activity	folX	1
isomerase activity	xylA	1
isomerase activity	yeaD	1
isomerase activity	glf	1
isomerase activity	purE	1
isomerase activity	entC	1
aldehyde-lyase activity	yfaU	1
aldehyde-lyase activity	ydjI	1
aldehyde-lyase activity	fucA	1
aldehyde-lyase activity	lsrF	1
aldehyde-lyase activity	fsaB	1
aldehyde-lyase activity	fbaA	1
aldehyde-lyase activity	fsaA	1
aldehyde-lyase activity	kbaY	1
aldehyde-lyase activity	gatY	1
aldehyde-lyase activity	garL	1
aldehyde-lyase activity	sgbE	1
aldehyde-lyase activity	ulaF	1
aldehyde-lyase activity	ygbL	1
aldehyde-lyase activity	rhaD	1
aldehyde-lyase activity	araD	1
hydro-lyase activity	dsdA	1
hydro-lyase activity	nanY	1
hydro-lyase activity	menC	1
hydro-lyase activity	frlB	1
hydro-lyase activity	caiD	1
hydro-lyase activity	ttdB	1
hydro-lyase activity	fabZ	1
hydro-lyase activity	fumA	1
hydro-lyase activity	fumB	1
hydro-lyase activity	yjhG	1
hydro-lyase activity	edd	1
hydro-lyase activity	rhmD	1
hydro-lyase activity	ilvD	1
hydro-lyase activity	yagF	1
cellular respiration	fdoI	1
cellular respiration	fdoH	1
cellular respiration	fdoG	1
cellular respiration	fdnI	1
cellular respiration	fdnG	1
cellular respiration	fdnH	1
cellular respiration	fdhF	1
cellular respiration	nuoG	1
cellular respiration	nuoF	1
single-species biofilm formation	tomB	1
single-species biofilm formation	bsmA	1
single-species biofilm formation	alpA	1
single-species biofilm formation	qseC	1
single-species biofilm formation	rcsC	1
single-species biofilm formation	pgaB	1
single-species biofilm formation	yefM	1
single-species biofilm formation	ariR	1
single-species biofilm formation	yafQ	1
single-species biofilm formation	rlmI	1
single-species biofilm formation	yghO	1
single-species biofilm formation	ymgC	1
single-species biofilm formation	ymdA	1
single-species biofilm formation	ygiB	1
single-species biofilm formation	dinJ	1
single-species biofilm formation	pgaA	1
single-species biofilm formation	yoeB	1
single-species biofilm formation	proQ	1
single-species biofilm formation	hipA	1
single-species biofilm formation	yihR	1
single-species biofilm formation	yqcC	1
single-species biofilm formation	csgA	1
single-species biofilm formation	uspE	1
single-species biofilm formation	tabA	1
single-species biofilm formation	lsrK	1
single-species biofilm formation	yoaB	1
single-species biofilm formation	bhsA	1
single-species biofilm formation	ttdA	1
single-species biofilm formation	fumB	1
single-species biofilm formation	csgB	1
single-species biofilm formation	lldR	1
single-species biofilm formation	gutQ	1
single-species biofilm formation	xynR	1
single-species biofilm formation	bdcA	1
single-species biofilm formation	yceO	1
single-species biofilm formation	yjbE	1
single-species biofilm formation	yggN	1
single-species biofilm formation	wcaF	1
single-species biofilm formation	quuD	1
single-species biofilm formation	mqsR	1
single-species biofilm formation on inanimate substrate	yjaA	1
single-species biofilm formation on inanimate substrate	yhcN	1
single-species biofilm formation on inanimate substrate	ychH	1
single-species biofilm formation on inanimate substrate	rcsB	1
single-species biofilm formation on inanimate substrate	yodD	1
single-species biofilm formation on inanimate substrate	ygiW	1
single-species biofilm formation on inanimate substrate	ackA	1
single-species biofilm formation on inanimate substrate	ydeI	1
lyase activity	deoC	1
lyase activity	trpA	1
lyase activity	phnJ	1
lyase activity	edd	1
lyase activity	gmd	1
lyase activity	yagE	1
lyase activity	citE	1
lyase activity	speD	1
lyase activity	speF	1
lyase activity	psd	1
lyase activity	ttdB	1
lyase activity	fabZ	1
lyase activity	menB	1
lyase activity	thrC	1
lyase activity	eno	1
lyase activity	hypE	1
lyase activity	adiA	1
lyase activity	cysG	1
lyase activity	can	1
lyase activity	ilvD	1
lyase activity	fumC	1
lyase activity	fabA	1
lyase activity	mhpE	1
lyase activity	tdcB	1
lyase activity	yihT	1
lyase activity	leuD	1
lyase activity	mutM	1
lyase activity	gloA	1
lyase activity	hemB	1
lyase activity	pck	1
lyase activity	queD	1
lyase activity	pheA	1
lyase activity	fbaB	1
lyase activity	eutC	1
lyase activity	acnA	1
lyase activity	ltaE	1
lyase activity	cyaA	1
lyase activity	rhaD	1
lyase activity	lsrF	1
lyase activity	thiH	1
lyase activity	aroB	1
lyase activity	sdaA	1
lyase activity	paaF	1
lyase activity	yjhH	1
lyase activity	phr	1
lyase activity	hemD	1
lyase activity	menC	1
lyase activity	fsaB	1
lyase activity	ilvA	1
lyase activity	fadJ	1
lyase activity	chaC	1
lyase activity	yfaU	1
lyase activity	hisB	1
lyase activity	hisH	1
lyase activity	moaA	1
lyase activity	prpD	1
lyase activity	mltC	1
lyase activity	scpB	1
lyase activity	yagF	1
lyase activity	fumA	1
lyase activity	fbaA	1
lyase activity	trpB	1
lyase activity	uxuA	1
lyase activity	fsaA	1
lyase activity	trpE	1
lyase activity	trpC	1
lyase activity	gcl	1
lyase activity	sgbH	1
lyase activity	dgoA	1
lyase activity	metC	1
lyase activity	hisF	1
lyase activity	rna	1
lyase activity	yjiM	1
lyase activity	mltB	1
lyase activity	aroC	1
lyase activity	gadA	1
lyase activity	gudD	1
lyase activity	paaG	1
lyase activity	gudX	1
lyase activity	cynT	1
lyase activity	ycaC	1
lyase activity	kbaY	1
lyase activity	uxaA	1
lyase activity	rhmD	1
lyase activity	rffG	1
lyase activity	citF	1
lyase activity	pyrF	1
lyase activity	fadB	1
lyase activity	panD	1
lyase activity	argH	1
lyase activity	trpD	1
lyase activity	aceA	1
lyase activity	dfp	1
lyase activity	ribB	1
lyase activity	prpB	1
lyase activity	mltA	1
lyase activity	garD	1
lyase activity	ygbL	1
lyase activity	speC	1
lyase activity	mltF	1
lyase activity	ulaD	1
lyase activity	ttdA	1
lyase activity	murQ	1
lyase activity	aspA	1
lyase activity	speA	1
lyase activity	ybiW	1
lyase activity	mltD	1
lyase activity	slt	1
lyase activity	csdA	1
lyase activity	ubiC	1
lyase activity	sufS	1
lyase activity	caiD	1
lyase activity	ubiD	1
lyase activity	fumB	1
lyase activity	tnaA	1
lyase activity	mhpD	1
lyase activity	cadA	1
lyase activity	leuC	1
lyase activity	ybaK	1
lyase activity	acnB	1
lyase activity	allA	1
lyase activity	ppc	1
lyase activity	mltG	1
lyase activity	emtA	1
lyase activity	fumD	1
lyase activity	psuG	1
lyase activity	eutB	1
lyase activity	purB	1
lyase activity	oxc	1
lyase activity	aroD	1
lyase activity	nanA	1
lyase activity	tdcG	1
lyase activity	ispF	1
lyase activity	gadB	1
lyase activity	dapA	1
lyase activity	ygeX	1
lyase activity	dcyD	1
lyase activity	cynS	1
lyase activity	rlpA	1
lyase activity	fucA	1
lyase activity	pflD	1
lyase activity	gatY	1
lyase activity	pabC	1
lyase activity	moaC	1
lyase activity	lysA	1
lyase activity	queE	1
lyase activity	yjhG	1
lyase activity	elbB	1
lyase activity	hemE	1
lyase activity	nth	1
lyase activity	malY	1
lyase activity	thiC	1
lyase activity	fumE	1
lyase activity	menH	1
lyase activity	folB	1
lyase activity	hemH	1
lyase activity	hchA	1
lyase activity	mgsA	1
lyase activity	nnr	1
lyase activity	dsdA	1
lyase activity	paaZ	1
lyase activity	rfbB	1
lyase activity	nei	1
lyase activity	ldcC	1
lyase activity	eda	1
lyase activity	luxS	1
lyase activity	sdaB	1
lyase activity	garL	1
lyase activity	cysK	1
lyase activity	dgoD	1
response to antibiotic	mrcA	1
response to antibiotic	ldtD	1
response to antibiotic	bacA	1
response to antibiotic	macB	1
response to antibiotic	ybhG	1
response to antibiotic	emrK	1
response to antibiotic	emrA	1
response to antibiotic	kilR	1
response to antibiotic	pyrR	1
response to antibiotic	acrB	1
response to antibiotic	acrA	1
response to antibiotic	mrdA	1
response to antibiotic	rpsQ	1
response to antibiotic	ftsE	1
response to antibiotic	priA	1
response to antibiotic	mdtK	1
response to antibiotic	fsr	1
response to antibiotic	mrcB	1
response to antibiotic	ycjU	1
response to antibiotic	prc	1
response to antibiotic	efeO	1
response to antibiotic	mlaB	1
response to antibiotic	arnA	1
response to antibiotic	yafQ	1
response to antibiotic	yadC	1
response to antibiotic	mdtF	1
response to antibiotic	mdtP	1
response to antibiotic	bamE	1
response to antibiotic	mdfA	1
response to antibiotic	entS	1
response to antibiotic	yqaE	1
response to antibiotic	yibA	1
response to antibiotic	aroK	1
response to antibiotic	rcsB	1
response to antibiotic	arnD	1
response to antibiotic	ybcM	1
response to antibiotic	mprA	1
response to antibiotic	nimT	1
response to antibiotic	sbmA	1
response to antibiotic	relE	1
response to antibiotic	mdtM	1
response to antibiotic	mdtN	1
response to antibiotic	ybjG	1
response to antibiotic	sseA	1
response to antibiotic	tolC	1
response to antibiotic	rfbC	1
response to antibiotic	ymdB	1
response to antibiotic	blr	1
response to antibiotic	mdtH	1
response to antibiotic	emrY	1
response to antibiotic	acrD	1
response to antibiotic	alaA	1
response to antibiotic	mdtE	1
response to antibiotic	rpmG	1
response to antibiotic	ykfM	1
response to antibiotic	rfbX	1
response to antibiotic	yojI	1
response to antibiotic	rpsD	1
response to antibiotic	rplV	1
response to antibiotic	dacB	1
response to antibiotic	bcr	1
response to antibiotic	parE	1
response to antibiotic	tehA	1
response to antibiotic	ralR	1
response to antibiotic	basR	1
response to antibiotic	tufA	1
response to antibiotic	ileS	1
response to antibiotic	rpoB	1
response to antibiotic	folA	1
response to antibiotic	mdtG	1
response to antibiotic	tufB	1
response to antibiotic	marB	1
response to antibiotic	lpxD	1
response to antibiotic	yjjX	1
response to antibiotic	rpsE	1
response to antibiotic	eptA	1
response to antibiotic	marR	1
response to antibiotic	thrS	1
response to antibiotic	fabI	1
response to antibiotic	macA	1
response to antibiotic	gyrA	1
response to antibiotic	hipA	1
response to antibiotic	pmrD	1
response to antibiotic	rpoC	1
response to antibiotic	arnB	1
response to antibiotic	rpsL	1
response to antibiotic	rplF	1
response to antibiotic	tehB	1
response to antibiotic	gyrB	1
response to antibiotic	rlmN	1
response to antibiotic	marA	1
response to antibiotic	emrB	1
response to antibiotic	rsmA	1
response to antibiotic	ampC	1
response to antibiotic	rplD	1
response to antibiotic	acrZ	1
response to antibiotic	mdtL	1
response to antibiotic	mdtO	1
response to antibiotic	rcbA	1
response to antibiotic	arnC	1
response to antibiotic	ampE	1
response to antibiotic	pbpC	1
response to antibiotic	acrE	1
cellular response to hydrogen peroxide	eamA	1
cellular response to hydrogen peroxide	uspE	1
cellular response to hydrogen peroxide	katG	1
cellular response to hydrogen peroxide	zinT	1
cellular response to hydrogen peroxide	hprS	1
cellular response to hydrogen peroxide	yjaA	1
cellular response to hydrogen peroxide	yhcN	1
cellular response to hydrogen peroxide	ychH	1
cellular response to hydrogen peroxide	yodD	1
cellular response to hydrogen peroxide	ygiW	1
cellular response to hydrogen peroxide	pdeF	1
cellular response to hydrogen peroxide	ydeI	1
carboxy-lyase activity	pyrF	1
carboxy-lyase activity	scpB	1
carboxy-lyase activity	speD	1
carboxy-lyase activity	speF	1
carboxy-lyase activity	psd	1
carboxy-lyase activity	adiA	1
carboxy-lyase activity	pck	1
carboxy-lyase activity	trpC	1
carboxy-lyase activity	sgbH	1
carboxy-lyase activity	gadA	1
carboxy-lyase activity	panD	1
carboxy-lyase activity	dfp	1
carboxy-lyase activity	speC	1
carboxy-lyase activity	ulaD	1
carboxy-lyase activity	speA	1
carboxy-lyase activity	ubiD	1
carboxy-lyase activity	cadA	1
carboxy-lyase activity	oxc	1
carboxy-lyase activity	gadB	1
carboxy-lyase activity	lysA	1
carboxy-lyase activity	hemE	1
carboxy-lyase activity	ldcC	1
carboxy-lyase activity	ubiX	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	pgaB	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	codA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	ssnA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	arnD	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	guaD	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	iadA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	yahJ	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	hyuA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	nagA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	abgA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	phnM	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	adeD	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	allB	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	yadE	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	rutB	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	chbG	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	arnD	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	rutD	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	hchA	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	yaiS	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	astE	1
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	pncA	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	rppH	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	nudL	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	yfcD	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	lhr	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	dinG	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	nudF	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	yoaA	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	nudI	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	cof	1
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	nudK	1
response to copper ion	cusR	1
response to copper ion	comR	1
response to copper ion	cusB	1
response to copper ion	hprS	1
response to copper ion	cusC	1
response to copper ion	cusA	1
response to copper ion	bhsA	1
response to copper ion	cusF	1
response to copper ion	cueO	1
response to copper ion	dsbD	1
response to copper ion	dsbC	1
response to copper ion	cutA	1
response to copper ion	yobA	1
nickel cation transport	nikA	1
nickel cation transport	rcnA	1
nickel cation transport	nikC	1
nickel cation transport	nikD	1
nickel cation transport	nikE	1
nickel cation transport	nikB	1
double-stranded DNA binding	yejK	1
double-stranded DNA binding	rdgC	1
double-stranded DNA binding	cedA	1
double-stranded DNA binding	cas3	1
double-stranded DNA binding	rsmA	1
double-stranded DNA binding	nrdR	1
double-stranded DNA binding	mazE	1
double-stranded DNA binding	iscR	1
double-stranded DNA binding	nsrR	1
double-stranded DNA binding	mutS	1
single-stranded DNA binding	cspE	1
single-stranded DNA binding	cspD	1
single-stranded DNA binding	cspB	1
single-stranded DNA binding	cspC	1
single-stranded DNA binding	recA	1
single-stranded DNA binding	cspA	1
single-stranded DNA binding	rayT	1
single-stranded DNA binding	dnaT	1
single-stranded DNA binding	rdgC	1
single-stranded DNA binding	umuD	1
single-stranded DNA binding	yrdD	1
single-stranded DNA binding	ssb	1
single-stranded DNA binding	radA	1
single-stranded DNA binding	yedK	1
single-stranded DNA binding	dgt	1
single-stranded DNA binding	priB	1
single-stranded DNA binding	radD	1
single-stranded DNA binding	recT	1
single-stranded DNA binding	guaB	1
single-stranded DNA binding	ybcN	1
single-stranded DNA binding	sbcB	1
single-stranded DNA binding	umuC	1
single-stranded DNA binding	recF	1
single-stranded DNA binding	rep	1
cell wall macromolecule catabolic process	rrrQ	1
cell wall macromolecule catabolic process	mltC	1
cell wall macromolecule catabolic process	yegX	1
cell wall macromolecule catabolic process	rrrD	1
cell wall macromolecule catabolic process	mltF	1
cell wall macromolecule catabolic process	mpaA	1
cell wall macromolecule catabolic process	emtA	1
ferric-enterobactin import into cell	fepA	1
ferric-enterobactin import into cell	fepG	1
ferric-enterobactin import into cell	fepB	1
ferric-enterobactin import into cell	fepC	1
ferric-enterobactin import into cell	fepD	1
ferric-enterobactin import into cell	fepE	1
one-carbon metabolic process	purU	1
one-carbon metabolic process	folE	1
one-carbon metabolic process	folA	1
one-carbon metabolic process	glyA	1
one-carbon metabolic process	folM	1
one-carbon metabolic process	folC	1
one-carbon metabolic process	metK	1
one-carbon metabolic process	folD	1
core promoter sequence-specific DNA binding	hipB	1
core promoter sequence-specific DNA binding	rpoH	1
core promoter sequence-specific DNA binding	higA	1
core promoter sequence-specific DNA binding	nikR	1
core promoter sequence-specific DNA binding	fecI	1
core promoter sequence-specific DNA binding	chbR	1
core promoter sequence-specific DNA binding	fliZ	1
core promoter sequence-specific DNA binding	fis	1
diguanylate cyclase activity	dosC	1
diguanylate cyclase activity	dgcZ	1
diguanylate cyclase activity	dgcM	1
diguanylate cyclase activity	dgcC	1
diguanylate cyclase activity	dgcP	1
diguanylate cyclase activity	dgcN	1
diguanylate cyclase activity	dgcQ	1
diguanylate cyclase activity	dgcE	1
diguanylate cyclase activity	dgcT	1
diguanylate cyclase activity	cdgI	1
diguanylate cyclase activity	dgcI	1
diguanylate cyclase activity	dgcF	1
diguanylate cyclase activity	dgcJ	1
cellular aromatic compound metabolic process	yfaU	1
cellular aromatic compound metabolic process	pptA	1
cellular aromatic compound metabolic process	mhpB	1
cellular aromatic compound metabolic process	hcaF	1
cellular aromatic compound metabolic process	ygiD	1
cellular oxidant detoxification	hcp	1
cellular oxidant detoxification	yfeX	1
cellular oxidant detoxification	grxC	1
cellular oxidant detoxification	osmC	1
cellular oxidant detoxification	tpx	1
cellular oxidant detoxification	efeB	1
cellular oxidant detoxification	katG	1
cellular oxidant detoxification	yfcF	1
cellular oxidant detoxification	bcp	1
cellular oxidant detoxification	gor	1
cellular oxidant detoxification	btuE	1
cellular oxidant detoxification	ccp	1
cellular oxidant detoxification	ynjA	1
cellular oxidant detoxification	katE	1
cellular oxidant detoxification	yfcG	1
cellular oxidant detoxification	adeD	1
cellular oxidant detoxification	ahpC	1
cellular oxidant detoxification	yghU	1
sigma factor activity	rpoD	1
sigma factor activity	rpoH	1
sigma factor activity	rpoS	1
sigma factor activity	fecI	1
sigma factor activity	fliA	1
sigma factor activity	rpoN	1
sigma factor activity	rpoE	1
sigma factor antagonist activity	rsd	1
sigma factor antagonist activity	dnaK	1
sigma factor antagonist activity	rssB	1
sigma factor antagonist activity	dnaJ	1
sigma factor antagonist activity	flgM	1
sigma factor antagonist activity	fliZ	1
sigma factor antagonist activity	rseA	1
sigma factor antagonist activity	fecR	1
L-valine transmembrane transport	ygaH	1
L-valine transmembrane transport	livF	1
L-valine transmembrane transport	livG	1
L-valine transmembrane transport	livM	1
L-valine transmembrane transport	ygaZ	1
L-valine transmembrane transport	yjeH	1
L-valine transmembrane transport	livH	1
L-valine transmembrane transport	brnQ	1
cell division	minC	1
cell division	minD	1
cell division	pal	1
cell division	cpoB	1
cell division	ftsN	1
cell division	tolA	1
cell division	amiC	1
cell division	dacA	1
cell division	tolR	1
cell division	amiA	1
cell division	ftsZ	1
cell division	tolB	1
cell division	mltC	1
cell division	clpX	1
cell division	ftsX	1
cell division	amiB	1
cell division	mltD	1
cell division	emtA	1
cell division	tolQ	1
cell division	ftsI	1
cell division	ftsW	1
cell division	ftsQ	1
cell division	ftsA	1
cell division	ftsK	1
cell division	ftsB	1
cell division	zapA	1
cell division	ftsE	1
cell division	ftsP	1
cell division	ycjY	1
cell division	zapE	1
cell division	matP	1
cell division	radD	1
cell division	nlpI	1
cell division	mukB	1
cell division	dacB	1
cell division	groS	1
cell division	dicA	1
cell division	mukF	1
cell division	mukE	1
cell division	zapC	1
cell division	murG	1
cell division	xerD	1
cell division	murE	1
cell division	murC	1
cell division	rng	1
cell division	tig	1
cell division	ytfB	1
cell division	ymgF	1
cell division	ispU	1
cell division	minE	1
cell division	mpl	1
cell division	envC	1
cell division	sdiA	1
cell division	nlpD	1
cell division	zapB	1
cell division	zipA	1
cell division	dicB	1
cell division	murD	1
cell division	murA	1
cell division	mrdB	1
cell division	yciB	1
cell division	drpB	1
cell division	groL	1
cell division	yihA	1
cell division	dedD	1
cell division	nagZ	1
cell division	xerC	1
cell division	zapD	1
cell division	kilR	1
cell division	murF	1
cell division	mraY	1
cell division	ftsL	1
cell division	slmA	1
cell division	damX	1
cell division	cedA	1
cell division	dicC	1
cell division	blr	1
cell division	sulA	1
cell division	murB	1
cell division	lapB	1
cell division	yphG	1
regulation of cell division	minC	1
regulation of cell division	minE	1
regulation of cell division	cedA	1
regulation of cell division	zapC	1
regulation of cell division	dicB	1
regulation of cell division	fic	1
regulation of cell division	mioC	1
regulation of cell division	slmA	1
carbohydrate derivative metabolic process	ybiA	1
carbohydrate derivative metabolic process	diaA	1
carbohydrate derivative metabolic process	gmhA	1
carbohydrate derivative metabolic process	yfhH	1
carbohydrate derivative metabolic process	frlB	1
carbohydrate derivative metabolic process	murR	1
carbohydrate derivative metabolic process	yebK	1
carbohydrate derivative metabolic process	murQ	1
carbohydrate derivative metabolic process	kdsD	1
carbohydrate derivative metabolic process	agaS	1
carbohydrate derivative metabolic process	gutQ	1
carbohydrate derivative metabolic process	glmS	1
carbohydrate derivative metabolic process	alsR	1
bent DNA binding	cbpA	1
bent DNA binding	hns	1
bent DNA binding	argP	1
bent DNA binding	hfq	1
bent DNA binding	stpA	1
damaged DNA binding	nei	1
damaged DNA binding	mutM	1
damaged DNA binding	phr	1
damaged DNA binding	ybaZ	1
damaged DNA binding	dinB	1
damaged DNA binding	recA	1
damaged DNA binding	mutS	1
damaged DNA binding	radA	1
damaged DNA binding	mfd	1
damaged DNA binding	umuC	1
nucleic acid binding	rnhA	1
nucleic acid binding	casB	1
nucleic acid binding	rapA	1
nucleic acid binding	eutK	1
nucleic acid binding	rhlE	1
nucleic acid binding	yajD	1
nucleic acid binding	rnb	1
nucleic acid binding	rpsA	1
nucleic acid binding	lhr	1
nucleic acid binding	rnhB	1
nucleic acid binding	rho	1
nucleic acid binding	mutM	1
nucleic acid binding	insF3	1
nucleic acid binding	deaD	1
nucleic acid binding	cspA	1
nucleic acid binding	polB	1
nucleic acid binding	yhgF	1
nucleic acid binding	prmB	1
nucleic acid binding	dbpA	1
nucleic acid binding	dinG	1
nucleic acid binding	rng	1
nucleic acid binding	mcrA	1
nucleic acid binding	dnaE	1
nucleic acid binding	srmB	1
nucleic acid binding	yagA	1
nucleic acid binding	cspB	1
nucleic acid binding	insD1	1
nucleic acid binding	cas1	1
nucleic acid binding	priA	1
nucleic acid binding	nusA	1
nucleic acid binding	cspG	1
nucleic acid binding	insD5	1
nucleic acid binding	insF4	1
nucleic acid binding	xseA	1
nucleic acid binding	yoaA	1
nucleic acid binding	cspI	1
nucleic acid binding	rsmD	1
nucleic acid binding	insD3	1
nucleic acid binding	alaS	1
nucleic acid binding	exoX	1
nucleic acid binding	pnp	1
nucleic acid binding	ruvC	1
nucleic acid binding	cspC	1
nucleic acid binding	cspE	1
nucleic acid binding	recQ	1
nucleic acid binding	hrpA	1
nucleic acid binding	recJ	1
nucleic acid binding	insF5	1
nucleic acid binding	rpsC	1
nucleic acid binding	rlmL	1
nucleic acid binding	hsdM	1
nucleic acid binding	mfd	1
nucleic acid binding	insI2	1
nucleic acid binding	rnt	1
nucleic acid binding	yhdJ	1
nucleic acid binding	insI1	1
nucleic acid binding	rhlB	1
nucleic acid binding	prmC	1
nucleic acid binding	dnaQ	1
nucleic acid binding	insF2	1
nucleic acid binding	rpsM	1
nucleic acid binding	yfiC	1
nucleic acid binding	cspD	1
nucleic acid binding	dam	1
nucleic acid binding	hrpB	1
nucleic acid binding	sbcB	1
nucleic acid binding	rlmJ	1
nucleic acid binding	cspF	1
nucleic acid binding	rsmC	1
nucleic acid binding	aspS	1
nucleic acid binding	insD6	1
nucleic acid binding	cspH	1
nucleic acid binding	rnr	1
nucleic acid binding	insD4	1
nucleic acid binding	insF1	1
nucleic acid binding	rlmG	1
nucleic acid binding	rnd	1
nucleic acid binding	insK	1
nucleic acid binding	asnS	1
nucleic acid binding	lysS	1
nucleic acid binding	yraN	1
nucleic acid binding	recG	1
nucleic acid binding	rne	1
nucleic acid binding	orn	1
nucleic acid binding	nei	1
nucleic acid binding	insI3	1
nucleic acid binding	cas3	1
nucleic acid binding	lysU	1
nucleic acid binding	insD2	1
nucleic acid binding	polA	1
DNA binding	lon	1
DNA binding	hupB	1
DNA binding	ybaB	1
DNA binding	dps	1
DNA binding	rcdA	1
DNA binding	ftsK	1
DNA binding	gyrA	1
DNA binding	hyfR	1
DNA binding	hcaR	1
DNA binding	stpA	1
DNA binding	mutH	1
DNA binding	xerD	1
